"site","year","TRT","class","count","clickr","site_year","percent","tier1","tier2","tier3"
"101","1510","REM","Corallimorph",1,"CA","101_1510",0.336700336700337,"noncalcifying","Corallimorph","Corallimorph"
"103","1510","RAN","Corallimorph",1,"CA","103_1510",0.32258064516129,"noncalcifying","Corallimorph","Corallimorph"
"107","1510","XSP","Corallimorph",1,"CA","107_1510",0.336700336700337,"noncalcifying","Corallimorph","Corallimorph"
"119","1510","CON","Corallimorph",52,"CA","119_1510",16.403785488959,"noncalcifying","Corallimorph","Corallimorph"
"121","1510","CON","Corallimorph",116,"CA","121_1510",36.9426751592357,"noncalcifying","Corallimorph","Corallimorph"
"125","1510","CON","Corallimorph",206,"CA","125_1510",66.2379421221865,"noncalcifying","Corallimorph","Corallimorph"
"101","1606","REM","Corallimorph",1,"CA","101_1606",0.340136054421769,"noncalcifying","Corallimorph","Corallimorph"
"103","1606","RAN","Corallimorph",1,"CA","103_1606",0.319488817891374,"noncalcifying","Corallimorph","Corallimorph"
"105","1606","BYSP","Corallimorph",2,"CA","105_1606",0.671140939597315,"noncalcifying","Corallimorph","Corallimorph"
"107","1606","XSP","Corallimorph",3,"CA","107_1606",0.993377483443709,"noncalcifying","Corallimorph","Corallimorph"
"113","1606","XSP","Corallimorph",1,"CA","113_1606",0.327868852459016,"noncalcifying","Corallimorph","Corallimorph"
"115","1606","BYSP","Corallimorph",2,"CA","115_1606",0.714285714285714,"noncalcifying","Corallimorph","Corallimorph"
"119","1606","CON","Corallimorph",50,"CA","119_1606",15.9235668789809,"noncalcifying","Corallimorph","Corallimorph"
"121","1606","CON","Corallimorph",31,"CA","121_1606",11.2727272727273,"noncalcifying","Corallimorph","Corallimorph"
"123","1606","XSP","Corallimorph",1,"CA","123_1606",0.344827586206897,"noncalcifying","Corallimorph","Corallimorph"
"125","1606","CON","Corallimorph",62,"CA","125_1606",19.935691318328,"noncalcifying","Corallimorph","Corallimorph"
"127","1606","BYSP","Corallimorph",8,"CA","127_1606",2.6578073089701,"noncalcifying","Corallimorph","Corallimorph"
"129","1606","REM","Corallimorph",1,"CA","129_1606",0.341296928327645,"noncalcifying","Corallimorph","Corallimorph"
"101","1609","REM","Corallimorph",1,"CA","101_1609",0.333333333333333,"noncalcifying","Corallimorph","Corallimorph"
"103","1609","RAN","Corallimorph",1,"CA","103_1609",0.319488817891374,"noncalcifying","Corallimorph","Corallimorph"
"105","1609","BYSP","Corallimorph",1,"CA","105_1609",0.338983050847458,"noncalcifying","Corallimorph","Corallimorph"
"107","1609","XSP","Corallimorph",1,"CA","107_1609",0.336700336700337,"noncalcifying","Corallimorph","Corallimorph"
"109","1609","RAN","Corallimorph",3,"CA","109_1609",0.952380952380952,"noncalcifying","Corallimorph","Corallimorph"
"115","1609","BYSP","Corallimorph",1,"CA","115_1609",0.350877192982456,"noncalcifying","Corallimorph","Corallimorph"
"119","1609","CON","Corallimorph",11,"CA","119_1609",3.52564102564103,"noncalcifying","Corallimorph","Corallimorph"
"121","1609","CON","Corallimorph",21,"CA","121_1609",6.70926517571885,"noncalcifying","Corallimorph","Corallimorph"
"125","1609","CON","Corallimorph",27,"CA","125_1609",8.76623376623377,"noncalcifying","Corallimorph","Corallimorph"
"127","1609","BYSP","Corallimorph",2,"CA","127_1609",0.673400673400673,"noncalcifying","Corallimorph","Corallimorph"
"101","1709","REM","Corallimorph",1,"CA","101_1709",0.341296928327645,"noncalcifying","Corallimorph","Corallimorph"
"103","1709","RAN","Corallimorph",1,"CA","103_1709",0.33112582781457,"noncalcifying","Corallimorph","Corallimorph"
"105","1709","BYSP","Corallimorph",1,"CA","105_1709",0.34965034965035,"noncalcifying","Corallimorph","Corallimorph"
"107","1709","XSP","Corallimorph",5,"CA","107_1709",1.54798761609907,"noncalcifying","Corallimorph","Corallimorph"
"109","1709","RAN","Corallimorph",2,"CA","109_1709",0.626959247648903,"noncalcifying","Corallimorph","Corallimorph"
"111","1709","REM","Corallimorph",1,"CA","111_1709",0.344827586206897,"noncalcifying","Corallimorph","Corallimorph"
"121","1709","CON","Corallimorph",1,"CA","121_1709",0.32258064516129,"noncalcifying","Corallimorph","Corallimorph"
"125","1709","CON","Corallimorph",4,"CA","125_1709",1.29449838187702,"noncalcifying","Corallimorph","Corallimorph"
"127","1709","BYSP","Corallimorph",1,"CA","127_1709",0.333333333333333,"noncalcifying","Corallimorph","Corallimorph"
"101","1809","REM","Corallimorph",5,"CA","101_1809",1.67785234899329,"noncalcifying","Corallimorph","Corallimorph"
"107","1809","XSP","Corallimorph",4,"CA","107_1809",1.36518771331058,"noncalcifying","Corallimorph","Corallimorph"
"111","1809","REM","Corallimorph",3,"CA","111_1809",0.983606557377049,"noncalcifying","Corallimorph","Corallimorph"
"115","1809","BYSP","Corallimorph",1,"CA","115_1809",0.324675324675325,"noncalcifying","Corallimorph","Corallimorph"
"117","1809","RAN","Corallimorph",1,"CA","117_1809",0.33003300330033,"noncalcifying","Corallimorph","Corallimorph"
"121","1809","CON","Corallimorph",2,"CA","121_1809",0.66006600660066,"noncalcifying","Corallimorph","Corallimorph"
"123","1809","XSP","Corallimorph",1,"CA","123_1809",0.341296928327645,"noncalcifying","Corallimorph","Corallimorph"
"125","1809","CON","Corallimorph",2,"CA","125_1809",0.664451827242525,"noncalcifying","Corallimorph","Corallimorph"
"127","1809","BYSP","Corallimorph",3,"CA","127_1809",1.05633802816901,"noncalcifying","Corallimorph","Corallimorph"
"129","1809","REM","Corallimorph",1,"CA","129_1809",0.33112582781457,"noncalcifying","Corallimorph","Corallimorph"
"107","1409","XSP","Cyano",1,"CA","107_1409",0.37593984962406,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1510","REM","Cyano",1,"CA","129_1510",0.337837837837838,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1609","REM","Cyano",1,"CA","101_1609",0.333333333333333,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1809","BYSP","Cyano",1,"CA","105_1809",0.34965034965035,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1408","REM","Sediment",1,"CA","101_1408",0.373134328358209,"nonbiological","nonbiological","nonbiological"
"105","1408","BYSP","Sediment",18,"CA","105_1408",6.92307692307692,"nonbiological","nonbiological","nonbiological"
"111","1408","REM","Sediment",4,"CA","111_1408",1.56862745098039,"nonbiological","nonbiological","nonbiological"
"113","1408","XSP","Sediment",1,"CA","113_1408",0.409836065573771,"nonbiological","nonbiological","nonbiological"
"115","1408","BYSP","Sediment",4,"CA","115_1408",1.42348754448399,"nonbiological","nonbiological","nonbiological"
"117","1408","RAN","Sediment",4,"CA","117_1408",1.44927536231884,"nonbiological","nonbiological","nonbiological"
"123","1408","XSP","Sediment",11,"CA","123_1408",4.23076923076923,"nonbiological","nonbiological","nonbiological"
"127","1408","BYSP","Sediment",7,"CA","127_1408",2.88065843621399,"nonbiological","nonbiological","nonbiological"
"129","1408","REM","Sediment",4,"CA","129_1408",1.53256704980843,"nonbiological","nonbiological","nonbiological"
"123","1409","XSP","Sediment",3,"CA","123_1409",1.15830115830116,"nonbiological","nonbiological","nonbiological"
"101","1509","REM","Sediment",3,"CA","101_1509",0.949367088607595,"nonbiological","nonbiological","nonbiological"
"103","1509","RAN","Sediment",2,"CA","103_1509",0.645161290322581,"nonbiological","nonbiological","nonbiological"
"105","1509","BYSP","Sediment",11,"CA","105_1509",3.7037037037037,"nonbiological","nonbiological","nonbiological"
"109","1509","RAN","Sediment",1,"CA","109_1509",0.32258064516129,"nonbiological","nonbiological","nonbiological"
"117","1509","RAN","Sediment",1,"CA","117_1509",0.347222222222222,"nonbiological","nonbiological","nonbiological"
"119","1509","CON","Sediment",9,"CA","119_1509",2.8391167192429,"nonbiological","nonbiological","nonbiological"
"121","1509","CON","Sediment",3,"CA","121_1509",0.955414012738854,"nonbiological","nonbiological","nonbiological"
"123","1509","XSP","Sediment",8,"CA","123_1509",2.7027027027027,"nonbiological","nonbiological","nonbiological"
"129","1509","REM","Sediment",1,"CA","129_1509",0.343642611683849,"nonbiological","nonbiological","nonbiological"
"103","1510","RAN","Sediment",4,"CA","103_1510",1.29032258064516,"nonbiological","nonbiological","nonbiological"
"105","1510","BYSP","Sediment",14,"CA","105_1510",4.77815699658703,"nonbiological","nonbiological","nonbiological"
"107","1510","XSP","Sediment",3,"CA","107_1510",1.01010101010101,"nonbiological","nonbiological","nonbiological"
"109","1510","RAN","Sediment",1,"CA","109_1510",0.327868852459016,"nonbiological","nonbiological","nonbiological"
"113","1510","XSP","Sediment",1,"CA","113_1510",0.333333333333333,"nonbiological","nonbiological","nonbiological"
"115","1510","BYSP","Sediment",5,"CA","115_1510",1.57232704402516,"nonbiological","nonbiological","nonbiological"
"117","1510","RAN","Sediment",1,"CA","117_1510",0.337837837837838,"nonbiological","nonbiological","nonbiological"
"119","1510","CON","Sediment",9,"CA","119_1510",2.8391167192429,"nonbiological","nonbiological","nonbiological"
"121","1510","CON","Sediment",3,"CA","121_1510",0.955414012738854,"nonbiological","nonbiological","nonbiological"
"123","1510","XSP","Sediment",3,"CA","123_1510",1.00334448160535,"nonbiological","nonbiological","nonbiological"
"129","1510","REM","Sediment",1,"CA","129_1510",0.337837837837838,"nonbiological","nonbiological","nonbiological"
"101","1606","REM","Sediment",3,"CA","101_1606",1.02040816326531,"nonbiological","nonbiological","nonbiological"
"103","1606","RAN","Sediment",5,"CA","103_1606",1.59744408945687,"nonbiological","nonbiological","nonbiological"
"105","1606","BYSP","Sediment",9,"CA","105_1606",3.02013422818792,"nonbiological","nonbiological","nonbiological"
"113","1606","XSP","Sediment",3,"CA","113_1606",0.983606557377049,"nonbiological","nonbiological","nonbiological"
"119","1606","CON","Sediment",6,"CA","119_1606",1.91082802547771,"nonbiological","nonbiological","nonbiological"
"121","1606","CON","Sediment",2,"CA","121_1606",0.727272727272727,"nonbiological","nonbiological","nonbiological"
"123","1606","XSP","Sediment",5,"CA","123_1606",1.72413793103448,"nonbiological","nonbiological","nonbiological"
"127","1606","BYSP","Sediment",1,"CA","127_1606",0.332225913621262,"nonbiological","nonbiological","nonbiological"
"101","1609","REM","Sediment",1,"CA","101_1609",0.333333333333333,"nonbiological","nonbiological","nonbiological"
"109","1609","RAN","Sediment",1,"CA","109_1609",0.317460317460317,"nonbiological","nonbiological","nonbiological"
"117","1609","RAN","Sediment",2,"CA","117_1609",0.675675675675676,"nonbiological","nonbiological","nonbiological"
"119","1609","CON","Sediment",1,"CA","119_1609",0.32051282051282,"nonbiological","nonbiological","nonbiological"
"121","1609","CON","Sediment",1,"CA","121_1609",0.319488817891374,"nonbiological","nonbiological","nonbiological"
"123","1609","XSP","Sediment",3,"CA","123_1609",1.00671140939597,"nonbiological","nonbiological","nonbiological"
"103","1709","RAN","Sediment",2,"CA","103_1709",0.662251655629139,"nonbiological","nonbiological","nonbiological"
"105","1709","BYSP","Sediment",3,"CA","105_1709",1.04895104895105,"nonbiological","nonbiological","nonbiological"
"107","1709","XSP","Sediment",1,"CA","107_1709",0.309597523219814,"nonbiological","nonbiological","nonbiological"
"109","1709","RAN","Sediment",4,"CA","109_1709",1.25391849529781,"nonbiological","nonbiological","nonbiological"
"119","1709","CON","Sediment",2,"CA","119_1709",0.636942675159236,"nonbiological","nonbiological","nonbiological"
"123","1709","XSP","Sediment",7,"CA","123_1709",2.34113712374582,"nonbiological","nonbiological","nonbiological"
"101","1809","REM","Sediment",4,"CA","101_1809",1.34228187919463,"nonbiological","nonbiological","nonbiological"
"109","1809","RAN","Sediment",1,"CA","109_1809",0.319488817891374,"nonbiological","nonbiological","nonbiological"
"119","1809","CON","Sediment",2,"CA","119_1809",0.694444444444444,"nonbiological","nonbiological","nonbiological"
"123","1809","XSP","Sediment",6,"CA","123_1809",2.04778156996587,"nonbiological","nonbiological","nonbiological"
"127","1809","BYSP","Sediment",1,"CA","127_1809",0.352112676056338,"nonbiological","nonbiological","nonbiological"
"107","1409","XSP","Hydnophora",1,"CA","107_1409",0.37593984962406,"calcifying","hard.coral","other.coral"
"103","1809","RAN","Hydnophora",1,"CA","103_1809",0.33003300330033,"calcifying","hard.coral","other.coral"
"107","1409","XSP","Leptastrea",1,"CA","107_1409",0.37593984962406,"calcifying","hard.coral","other.coral"
"109","1809","RAN","Leptastrea",1,"CA","109_1809",0.319488817891374,"calcifying","hard.coral","other.coral"
"107","1409","XSP","Montipora.sp.",1,"CA","107_1409",0.37593984962406,"calcifying","hard.coral","other.coral"
"101","1509","REM","Montipora.sp.",2,"CA","101_1509",0.632911392405063,"calcifying","hard.coral","other.coral"
"123","1606","XSP","Montipora.sp.",1,"CA","123_1606",0.344827586206897,"calcifying","hard.coral","other.coral"
"101","1609","REM","Montipora.sp.",2,"CA","101_1609",0.666666666666667,"calcifying","hard.coral","other.coral"
"105","1609","BYSP","Montipora.sp.",2,"CA","105_1609",0.677966101694915,"calcifying","hard.coral","other.coral"
"101","1709","REM","Montipora.sp.",1,"CA","101_1709",0.341296928327645,"calcifying","hard.coral","other.coral"
"105","1709","BYSP","Montipora.sp.",1,"CA","105_1709",0.34965034965035,"calcifying","hard.coral","other.coral"
"101","1809","REM","Montipora.sp.",1,"CA","101_1809",0.335570469798658,"calcifying","hard.coral","other.coral"
"107","1809","XSP","Montipora.sp.",1,"CA","107_1809",0.341296928327645,"calcifying","hard.coral","other.coral"
"123","1809","XSP","Montipora.sp.",1,"CA","123_1809",0.341296928327645,"calcifying","hard.coral","other.coral"
"101","1409","REM","M. capitata",1,"CA","101_1409",0.392156862745098,"calcifying","hard.coral","M.capitata"
"113","1409","XSP","M. capitata",1,"CA","113_1409",0.383141762452107,"calcifying","hard.coral","M.capitata"
"115","1409","BYSP","M. capitata",1,"CA","115_1409",0.383141762452107,"calcifying","hard.coral","M.capitata"
"123","1409","XSP","M. capitata",1,"CA","123_1409",0.386100386100386,"calcifying","hard.coral","M.capitata"
"103","1509","RAN","M. capitata",1,"CA","103_1509",0.32258064516129,"calcifying","hard.coral","M.capitata"
"109","1509","RAN","M. capitata",1,"CA","109_1509",0.32258064516129,"calcifying","hard.coral","M.capitata"
"113","1509","XSP","M. capitata",4,"CA","113_1509",1.29449838187702,"calcifying","hard.coral","M.capitata"
"117","1509","RAN","M. capitata",3,"CA","117_1509",1.04166666666667,"calcifying","hard.coral","M.capitata"
"123","1509","XSP","M. capitata",2,"CA","123_1509",0.675675675675676,"calcifying","hard.coral","M.capitata"
"127","1509","BYSP","M. capitata",2,"CA","127_1509",0.638977635782748,"calcifying","hard.coral","M.capitata"
"105","1510","BYSP","M. capitata",2,"CA","105_1510",0.68259385665529,"calcifying","hard.coral","M.capitata"
"107","1510","XSP","M. capitata",1,"CA","107_1510",0.336700336700337,"calcifying","hard.coral","M.capitata"
"113","1510","XSP","M. capitata",4,"CA","113_1510",1.33333333333333,"calcifying","hard.coral","M.capitata"
"115","1510","BYSP","M. capitata",1,"CA","115_1510",0.314465408805031,"calcifying","hard.coral","M.capitata"
"117","1510","RAN","M. capitata",1,"CA","117_1510",0.337837837837838,"calcifying","hard.coral","M.capitata"
"123","1510","XSP","M. capitata",1,"CA","123_1510",0.334448160535117,"calcifying","hard.coral","M.capitata"
"127","1510","BYSP","M. capitata",1,"CA","127_1510",0.323624595469256,"calcifying","hard.coral","M.capitata"
"103","1606","RAN","M. capitata",3,"CA","103_1606",0.958466453674121,"calcifying","hard.coral","M.capitata"
"105","1606","BYSP","M. capitata",3,"CA","105_1606",1.00671140939597,"calcifying","hard.coral","M.capitata"
"107","1606","XSP","M. capitata",2,"CA","107_1606",0.662251655629139,"calcifying","hard.coral","M.capitata"
"109","1606","RAN","M. capitata",2,"CA","109_1606",0.636942675159236,"calcifying","hard.coral","M.capitata"
"113","1606","XSP","M. capitata",4,"CA","113_1606",1.31147540983607,"calcifying","hard.coral","M.capitata"
"115","1606","BYSP","M. capitata",2,"CA","115_1606",0.714285714285714,"calcifying","hard.coral","M.capitata"
"117","1606","RAN","M. capitata",3,"CA","117_1606",1.03448275862069,"calcifying","hard.coral","M.capitata"
"123","1606","XSP","M. capitata",2,"CA","123_1606",0.689655172413793,"calcifying","hard.coral","M.capitata"
"127","1606","BYSP","M. capitata",3,"CA","127_1606",0.996677740863787,"calcifying","hard.coral","M.capitata"
"103","1609","RAN","M. capitata",1,"CA","103_1609",0.319488817891374,"calcifying","hard.coral","M.capitata"
"105","1609","BYSP","M. capitata",1,"CA","105_1609",0.338983050847458,"calcifying","hard.coral","M.capitata"
"107","1609","XSP","M. capitata",3,"CA","107_1609",1.01010101010101,"calcifying","hard.coral","M.capitata"
"109","1609","RAN","M. capitata",2,"CA","109_1609",0.634920634920635,"calcifying","hard.coral","M.capitata"
"113","1609","XSP","M. capitata",4,"CA","113_1609",1.34680134680135,"calcifying","hard.coral","M.capitata"
"115","1609","BYSP","M. capitata",2,"CA","115_1609",0.701754385964912,"calcifying","hard.coral","M.capitata"
"117","1609","RAN","M. capitata",6,"CA","117_1609",2.02702702702703,"calcifying","hard.coral","M.capitata"
"123","1609","XSP","M. capitata",1,"CA","123_1609",0.335570469798658,"calcifying","hard.coral","M.capitata"
"127","1609","BYSP","M. capitata",3,"CA","127_1609",1.01010101010101,"calcifying","hard.coral","M.capitata"
"103","1709","RAN","M. capitata",4,"CA","103_1709",1.32450331125828,"calcifying","hard.coral","M.capitata"
"105","1709","BYSP","M. capitata",2,"CA","105_1709",0.699300699300699,"calcifying","hard.coral","M.capitata"
"107","1709","XSP","M. capitata",1,"CA","107_1709",0.309597523219814,"calcifying","hard.coral","M.capitata"
"109","1709","RAN","M. capitata",2,"CA","109_1709",0.626959247648903,"calcifying","hard.coral","M.capitata"
"113","1709","XSP","M. capitata",5,"CA","113_1709",1.63934426229508,"calcifying","hard.coral","M.capitata"
"115","1709","BYSP","M. capitata",7,"CA","115_1709",2.47349823321555,"calcifying","hard.coral","M.capitata"
"117","1709","RAN","M. capitata",6,"CA","117_1709",2.02702702702703,"calcifying","hard.coral","M.capitata"
"123","1709","XSP","M. capitata",3,"CA","123_1709",1.00334448160535,"calcifying","hard.coral","M.capitata"
"127","1709","BYSP","M. capitata",6,"CA","127_1709",2,"calcifying","hard.coral","M.capitata"
"103","1809","RAN","M. capitata",4,"CA","103_1809",1.32013201320132,"calcifying","hard.coral","M.capitata"
"105","1809","BYSP","M. capitata",7,"CA","105_1809",2.44755244755245,"calcifying","hard.coral","M.capitata"
"107","1809","XSP","M. capitata",3,"CA","107_1809",1.02389078498294,"calcifying","hard.coral","M.capitata"
"109","1809","RAN","M. capitata",2,"CA","109_1809",0.638977635782748,"calcifying","hard.coral","M.capitata"
"113","1809","XSP","M. capitata",4,"CA","113_1809",1.32013201320132,"calcifying","hard.coral","M.capitata"
"115","1809","BYSP","M. capitata",3,"CA","115_1809",0.974025974025974,"calcifying","hard.coral","M.capitata"
"117","1809","RAN","M. capitata",7,"CA","117_1809",2.31023102310231,"calcifying","hard.coral","M.capitata"
"123","1809","XSP","M. capitata",4,"CA","123_1809",1.36518771331058,"calcifying","hard.coral","M.capitata"
"127","1809","BYSP","M. capitata",4,"CA","127_1809",1.40845070422535,"calcifying","hard.coral","M.capitata"
"101","1408","REM","Peyssonnelia",14,"CA","101_1408",5.22388059701492,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1408","RAN","Peyssonnelia",13,"CA","103_1408",6.16113744075829,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1408","BYSP","Peyssonnelia",13,"CA","105_1408",5,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1408","XSP","Peyssonnelia",15,"CA","107_1408",5.66037735849057,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1408","RAN","Peyssonnelia",2,"CA","109_1408",0.72202166064982,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1408","REM","Peyssonnelia",17,"CA","111_1408",6.66666666666667,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1408","XSP","Peyssonnelia",9,"CA","113_1408",3.68852459016393,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1408","BYSP","Peyssonnelia",2,"CA","115_1408",0.711743772241993,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1408","RAN","Peyssonnelia",7,"CA","117_1408",2.53623188405797,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1408","BYSP","Peyssonnelia",2,"CA","127_1408",0.823045267489712,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1408","REM","Peyssonnelia",6,"CA","129_1408",2.29885057471264,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1409","REM","Peyssonnelia",13,"CA","101_1409",5.09803921568627,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1409","RAN","Peyssonnelia",7,"CA","103_1409",3.04347826086957,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1409","BYSP","Peyssonnelia",5,"CA","105_1409",2.08333333333333,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1409","XSP","Peyssonnelia",26,"CA","107_1409",9.77443609022556,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1409","RAN","Peyssonnelia",1,"CA","109_1409",0.40650406504065,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1409","REM","Peyssonnelia",4,"CA","111_1409",1.67364016736402,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1409","RAN","Peyssonnelia",3,"CA","117_1409",1.16279069767442,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1409","CON","Peyssonnelia",4,"CA","121_1409",1.44404332129964,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1409","BYSP","Peyssonnelia",1,"CA","127_1409",0.403225806451613,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1409","REM","Peyssonnelia",7,"CA","129_1409",2.67175572519084,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1509","REM","Peyssonnelia",4,"CA","101_1509",1.26582278481013,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1509","RAN","Peyssonnelia",17,"CA","103_1509",5.48387096774194,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1509","BYSP","Peyssonnelia",1,"CA","105_1509",0.336700336700337,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1509","XSP","Peyssonnelia",9,"CA","107_1509",3,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1509","RAN","Peyssonnelia",5,"CA","109_1509",1.61290322580645,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1509","REM","Peyssonnelia",13,"CA","111_1509",4.19354838709677,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1509","XSP","Peyssonnelia",9,"CA","113_1509",2.9126213592233,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1509","BYSP","Peyssonnelia",6,"CA","115_1509",2.11267605633803,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1509","RAN","Peyssonnelia",3,"CA","117_1509",1.04166666666667,"calcifying","calcifying.algae","other.calcifying.algae"
"119","1509","CON","Peyssonnelia",2,"CA","119_1509",0.630914826498423,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1509","CON","Peyssonnelia",2,"CA","121_1509",0.636942675159236,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1509","XSP","Peyssonnelia",7,"CA","123_1509",2.36486486486486,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1509","CON","Peyssonnelia",12,"CA","125_1509",3.85852090032154,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1509","BYSP","Peyssonnelia",16,"CA","127_1509",5.11182108626198,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1509","REM","Peyssonnelia",25,"CA","129_1509",8.59106529209622,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1510","REM","Peyssonnelia",2,"CA","101_1510",0.673400673400673,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1510","RAN","Peyssonnelia",5,"CA","103_1510",1.61290322580645,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1510","BYSP","Peyssonnelia",2,"CA","105_1510",0.68259385665529,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1510","XSP","Peyssonnelia",1,"CA","107_1510",0.336700336700337,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1510","RAN","Peyssonnelia",1,"CA","109_1510",0.327868852459016,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1510","REM","Peyssonnelia",11,"CA","111_1510",3.54838709677419,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1510","XSP","Peyssonnelia",1,"CA","113_1510",0.333333333333333,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1510","BYSP","Peyssonnelia",2,"CA","115_1510",0.628930817610063,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1510","RAN","Peyssonnelia",1,"CA","117_1510",0.337837837837838,"calcifying","calcifying.algae","other.calcifying.algae"
"119","1510","CON","Peyssonnelia",2,"CA","119_1510",0.630914826498423,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1510","CON","Peyssonnelia",2,"CA","121_1510",0.636942675159236,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1510","XSP","Peyssonnelia",5,"CA","123_1510",1.67224080267559,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1510","CON","Peyssonnelia",12,"CA","125_1510",3.85852090032154,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1510","BYSP","Peyssonnelia",6,"CA","127_1510",1.94174757281553,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1510","REM","Peyssonnelia",18,"CA","129_1510",6.08108108108108,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1606","REM","Peyssonnelia",5,"CA","101_1606",1.70068027210884,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1606","RAN","Peyssonnelia",8,"CA","103_1606",2.55591054313099,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1606","BYSP","Peyssonnelia",3,"CA","105_1606",1.00671140939597,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1606","XSP","Peyssonnelia",10,"CA","107_1606",3.3112582781457,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1606","RAN","Peyssonnelia",4,"CA","109_1606",1.27388535031847,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1606","REM","Peyssonnelia",23,"CA","111_1606",7.37179487179487,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1606","XSP","Peyssonnelia",9,"CA","113_1606",2.95081967213115,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1606","BYSP","Peyssonnelia",18,"CA","115_1606",6.42857142857143,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1606","RAN","Peyssonnelia",5,"CA","117_1606",1.72413793103448,"calcifying","calcifying.algae","other.calcifying.algae"
"119","1606","CON","Peyssonnelia",1,"CA","119_1606",0.318471337579618,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1606","CON","Peyssonnelia",5,"CA","121_1606",1.81818181818182,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1606","XSP","Peyssonnelia",16,"CA","123_1606",5.51724137931035,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1606","CON","Peyssonnelia",20,"CA","125_1606",6.43086816720257,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1606","BYSP","Peyssonnelia",19,"CA","127_1606",6.31229235880399,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1606","REM","Peyssonnelia",53,"CA","129_1606",18.0887372013652,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1609","REM","Peyssonnelia",13,"CA","101_1609",4.33333333333333,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1609","BYSP","Peyssonnelia",5,"CA","105_1609",1.69491525423729,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1609","XSP","Peyssonnelia",6,"CA","107_1609",2.02020202020202,"calcifying","calcifying.algae","other.calcifying.algae"
